,Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
78,bergkase-zwickel-mild-3-monate, bergkäse zwickel mild 3 monate,nan,"Sennerei Riefensberg, Riefensberg",Hartkäse,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,bergkase-zwickel-mild-3-monate, bergkäse zwickel mild 3 monate,nan,"Sennerei Lingenau, Lingenau",Hartkäse,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,bergkase-wurzig-6-monate, bergkäse würzig 6 monate,"Der Bregenzerwälder Bergkäse ist zu Recht berühmt. Und dieser hier ist ganz was B’sundrigs! Er wird in kleinen Dorfsennereien ausschließlich aus silofreier Bregenzerwälder Heumilch gekäst. Danach reift er 6 Monate im Bregenzerwälder Käsekeller, bis er sein würziges Aroma entwickelt.","Sennhaus Oberdorf, Bezau",Hartkäse,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,bergkase-wurzig-6-monate, bergkäse würzig 6 monate,nan,"Sennerei Lingenau, Lingenau",Hartkäse,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,bergkase-wurzig-6-monate, bergkäse würzig 6 monate,nan,"Sennerei Riefensberg, Riefensberg",Hartkäse,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,bergkase-zwickel-wurzig-6-monate, bergkäse zwickel würzig 6 monate,nan,"Sennhaus Oberdorf, Bezau",Hartkäse,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,bergkase-zwickel-wurzig-6-monate, bergkäse zwickel würzig 6 monate,nan,"Sennerei Lingenau, Lingenau",Hartkäse,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,bergkase-zwickel-wurzig-6-monate, bergkäse zwickel würzig 6 monate,nan,"Sennerei Riefensberg, Riefensberg",Hartkäse,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,bergkase-wurzig-8-monate, bergkäse würzig 8 monate,"Der Bregenzerwälder Bergkäse ist zu Recht berühmt. Und dieser hier ist ganz was B’sundrigs! Er wird in kleinen Dorfsennereien ausschließlich aus silofreier Bregenzerwälder Heumilch gekäst. Danach reift er 8 Monate im Bregenzerwälder Käsekeller, bis er sein würziges Aroma entwickelt.","Sennhaus Oberdorf, Bezau",Hartkäse,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,bergkase-wurzig-8-monate, bergkäse würzig 8 monate,nan,"Sennerei Lingenau, Lingenau",Hartkäse,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,bergkase-wurzig-8-monate, bergkäse würzig 8 monate,nan,"Sennerei Riefensberg, Riefensberg",Hartkäse,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,bergkase-wurzig-12-monate, bergkäse würzig 12 monate,"Der Bregenzerwälder Bergkäse ist zu Recht berühmt. Und dieser hier ist ganz was B’sundrigs! Er wird in kleinen Dorfsennereien ausschließlich aus silofreier Bregenzerwälder Heumilch gekäst. Danach reift er 12 Monate im Bregenzerwälder Käsekeller, bis er sein würziges Aroma entwickelt.","Sennhaus Oberdorf, Bezau",Hartkäse,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,bergkase-wurzig-12-monate, bergkäse würzig 12 monate,nan,"Sennerei Lingenau, Lingenau",Hartkäse,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,bergkase-wurzig-12-monate, bergkäse würzig 12 monate,nan,"Sennerei Riefensberg, Riefensberg",Hartkäse,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,emmentaler, emmentaler,"Der Bregenzerwälder Emmentaler aus der Sennerei Lingenau wird aus unbehandelter, silofreier Frischmilch gekäst. Selbst in der 10-wöchigen Reifezeit wird er nur von Hand gepflegt. Deshalb schmeckt er so b’sundrig süßlich-herb bis nussig.","Sennerei Lingenau, Lingenau",Hartkäse,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,heumilchkase-paprika-chili, heumilchkäse paprika-chili,"Dieser fein-würzige Schnittkäse wird mit großer Sorgfalt in einer kleinen Wälder Dorfsennerei gekäst. Mit viel Zeit, mit Liebe und aus reiner 
Bregenzerwälder Heumilch. Nach etwa drei Monaten ist er fertig gereift und seine mit einzigartigen Zutaten verfeinerte, essbare Rinde 
entfaltet ihren b’sundrigen Geschmack. Seien es ausgewählte Alpenkräuter, feine essbare Blüten, pikante Paprika mit feurigem Chili oder 
mediterrane Tomate mit Basilikum – da ist für jeden Käseliebhaber etwas dabei.","Käse Moosbrugger, Mäder",Schnittkäse,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,heumilchkase-alpenkrauter, heumilchkäse alpenkräuter,"Dieser fein-würzige Schnittkäse wird mit großer Sorgfalt in einer kleinen Wälder Dorfsennerei gekäst. Mit viel Zeit, mit Liebe und aus reiner 
Bregenzerwälder Heumilch. Nach etwa drei Monaten ist er fertig gereift und seine mit einzigartigen Zutaten verfeinerte, essbare Rinde 
entfaltet ihren b’sundrigen Geschmack. Seien es ausgewählte Alpenkräuter, feine essbare Blüten, pikante Paprika mit feurigem Chili oder 
mediterrane Tomate mit Basilikum – da ist für jeden Käseliebhaber etwas dabei.","Käse Moosbrugger, Mäder",Schnittkäse,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,heumilchkase-blutenzauber, heumilchkäse blütenzauber,"Dieser fein-würzige Schnittkäse wird mit großer Sorgfalt in einer kleinen Wälder Dorfsennerei gekäst. Mit viel Zeit, mit Liebe und aus reiner 
Bregenzerwälder Heumilch. Nach etwa drei Monaten ist er fertig gereift und seine mit einzigartigen Zutaten verfeinerte, essbare Rinde 
entfaltet ihren b’sundrigen Geschmack. Seien es ausgewählte Alpenkräuter, feine essbare Blüten, pikante Paprika mit feurigem Chili oder 
mediterrane Tomate mit Basilikum – da ist für jeden Käseliebhaber etwas dabei.","Käse Moosbrugger, Mäder",Schnittkäse,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,heumilchkase-tomate-basilikum, heumilchkäse tomate-basilikum,"Dieser fein-würzige Schnittkäse wird mit großer Sorgfalt in einer kleinen Wälder Dorfsennerei gekäst. Mit viel Zeit, mit Liebe und aus reiner 
Bregenzerwälder Heumilch. Nach etwa drei Monaten ist er fertig gereift und seine mit einzigartigen Zutaten verfeinerte, essbare Rinde 
entfaltet ihren b’sundrigen Geschmack. Seien es ausgewählte Alpenkräuter, feine essbare Blüten, pikante Paprika mit feurigem Chili oder 
mediterrane Tomate mit Basilikum – da ist für jeden Käseliebhaber etwas dabei.","Käse Moosbrugger, Mäder",Schnittkäse,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,schnittkase, schnittkäse,Dieser Schnittkäse in Laibform wird von der Dorfsennerei Langenegg im Bregenzerwald auf traditionelle Art hergestellt. Verwendet wird ausschließlich silofreie Heumilch aus der Region. Während der zweieinhalb Monate Reifezeit wird der Käse von Meistern ihres Fachs gepflegt. Dabei entwickelt der Bregenzerwälder Schnittkäse sein typisches nussigwürziges Aroma. Ein besonderes Geschmackserlebnis für alle Käsegenießer.,"Langenegger Dorfsennerei, Langenegg",Schnittkäse,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,alpzieger, alpzieger,"Alpzieger ist eine ganz b’sundrige Art Topfen, die es so nur bei uns im Ländle gibt. Seine intensive Farbe und den würzigen Geschmack
verdankt er dem Schabzieger-Klee, auch Ziegerkraut genannt, und Kümmel.","Käse Moosbrugger, Mäder",Spezialitäten,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,bregenzerwalder-rasskase, bregenzerwälder rässkäse,"Sutterlüty’s Räßkäse ist ein Räßkäse, wie man ihn von früher her kennt. B`sundrig kräftig und würzig! Zur Herstellung wird silofreie Frischmilch verwendet. Die Andelsbucher Dorfsennerei käst daraus in reiner Handarbeit diese Vorarlberger Spezialität. Danach wird Sutterlüty`s Räßkäse über 7 Monate von Hand gepflegt und gereift. Dabei entsteht unter der essbaren Rinde sein unverwechselbares Aroma.","Sennerei Andelsbuch, Andelsbuch",Spezialitäten,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,bio-heumilch-camembert, bio heumilch camembert,"Seit 1886 werden in der Feinkäserei Bantel in Möggers über die Landesgrenzen hinaus beliebte Käsespezialitäten nach traditionellen Rezepten hergestellt. Mit bester Ländle Bio-Heumilch, ausgesuchten Käsekulturen und jahrzehntelanger Erfahrung käsen die Gebrüder Bantel exklusiv für Sutterlüty einen Camembert, wie man ihn nur noch selten findet: Sutterlüty Bio-Heumilch Camembert mit natürlichem Fettgehalt – ein b’sundrig cremiges Geschmackserlebnis.","Feinkäserei Bantel, Möggers",Weichkäse,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,vorarlberger-ziegenkase, vorarlberger ziegenkäse,"Dieser Ziegenschnittkäse wird aus 100 % reiner Ziegenmilch aus dem Walgau hergestellt. Der Meisterkäser der Dorfsennerei Schlins verarbeitet die frische Milch zu dieser Vorarlberger Käsespezialität. Nach 10 bis 14 Wochen entfaltet Sutterlüty’s Ziegenschnittkäse sein würzig-pikantes Aroma. Das ist so b’sundrig, dass der Käse schon mehrmals ausgezeichnet wurde.","Dorfsennerei Schlins-Röns, Schlins",Ziege & Schaf,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,walder-edelziege-rot, wälder edelziege rot,"Dieser b’sundrige Käse stammt aus der Hofsennerei der Familie Metzler. Das Geheimnis seines Aromas sind die edlen Rotschmier-Kulturen, die 100 % reine Wälder Ziegenheumilch und eine Prise echtes Ursalz.","Käse Moosbrugger, Mäder",Ziege & Schaf,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,walder-edelziege-camembert, wälder edelziege camembert,Dieser Käse ist ein echtes Naturprodukt aus reiner Ziegenmilch aus dem Ländle und einer Prise Ursalz. Der von der Familie Metzler von Hand gekäste Camembert überzeugt Kenner durch seinen milden Geschmack und das b'sundrige Camembertaroma.,"Käse Moosbrugger, Mäder",Ziege & Schaf,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,ziegenkasle-natur, ziegenkäsle natur,Das Wälder Ziegenkäsle ist der Ursprung des Ziegenkäsesortiments von Metzler Molke. Die pasteurisierte Ziegenheumilch und gezielt ausgesuchte Säuerungskulturen verleihen ihm seinen charakteristischen aromatischen Geschmack. Der Ziegenkäse wird mit Ursalz verfeinert.,"Metzler Käse-Molke, Egg",Ziege & Schaf,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,ziegenkasle-mit-krautern-in-ol, ziegenkäsle mit kräutern in öl,"In der vielfach ausgezeichneten Hofsennerei Metzler in Egg werden diese b´sundrigen Ziegenkäsle von Hand gekäst, 3 Wochen gereift und mit natürlichen Gewürzen in Öl eingelegt.","Metzler Käse-Molke, Egg",Ziege & Schaf,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,ziegenkasle-mit-chili-in-ol, ziegenkäsle mit chili in öl,"In der vielfach ausgezeichneten Hofsennerei Metzler in Egg werden diese b´sundrigen Ziegenkäsle von Hand gekäst, 3 Wochen gereift und mit Chilli in Öl eingelegt.","Metzler Käse-Molke, Egg",Ziege & Schaf,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,ziegenkasle-mit-erdnuss, ziegenkäsle mit erdnuss,"In der vielfach ausgezeichneten Hofsennerei Metzler in Egg werden diese b’sundrigen Ziegenkäsle von Hand gekäst. Nachdem sie drei Wochen gereift sind, werden die Ziegenkäsle mit natürlichen Gewürzen und mit ausgewählten Erdnüssen verfeinert und in Salzlake eingelegt.","Metzler Käse-Molke, Egg",Ziege & Schaf,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,ziegenbergkase, ziegenbergkäse,Dieser Bergkäse aus 100 % Ziegen-Heumilch wird in der Hofsennerei Metzler in Egg von Hand gekäst und ist auch für Kuhmilch-Allergiker bekömmlich. Mindestens sechs Monate Reifezeit verleiht diesem reinen Naturprodukt seinen b’sundrig würzigen Geschmack.,"Metzler Käse-Molke, Egg",Ziege & Schaf,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,schafkase-eingelegt-mild, schafkäse eingelegt mild,Für Familie Gmeiner in Bizau ist die artgerechte Haltung und silofreie Fütterung ihrer Schafe das Um und Auf. Die Tiere danken es ihnen mit einer völlig naturbelassenen Heumilch. Daraus entsteht in Handarbeit direkt am Hof ein natürlich würziger Schafkäse. Eingelegt in reines Rapsöl aus Österreich und verfeinert mit frischen Kräutern wird daraus eine b’sundrige Krönung für die Jause oder feinste Salate.,"Schafmilchbetrieb Gmeiner, Bizau",Ziege & Schaf,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,schafkase-eingelegt-pikant, schafkäse eingelegt pikant,Für Familie Gmeiner in Bizau ist die artgerechte Haltung und silofreie Fütterung ihrer Schafe das Um und Auf. Die Tiere danken es ihnen mit einer völlig naturbelassenen Heumilch. Daraus entsteht in Handarbeit direkt am Hof ein natürlich würziger Schafkäse. Eingelegt in reines Rapsöl aus Österreich und verfeinert mit feurigem Chili wird daraus eine b’sundrige Krönung für die Jause oder feinste Salate.,"Schafmilchbetrieb Gmeiner, Bizau",Ziege & Schaf,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,bregenzerwalder-schafkasle, bregenzerwälder schafkäsle,Sutterlüty’s Schafskäsle werden von Familie Gmeiner in Bizau in traditioneller Handarbeit und aus 100 % Bregenzerwälder Schafmilch hergestellt. Gepflegt werden die Käsle mit Ursalz. Dadurch entwickeln sie ihren feinen Geschmack und sind ein b’sundriger Käsegenuss.,"Schafmilchbetrieb Gmeiner, Bizau",Ziege & Schaf,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,landle-holdermus, ländle holdermus,"Die handgepflückten Holderbeeren für dieses feine Holdermus stammen ausschließlich aus dem Rheindelta. In der Dietrich-Kostbarkeiten-Manufaktur in Lauterach werden die Beeren abgerebelt und nach traditionellem Rezept nur mit etwas Zucker und ohne künstliche Konservierungsstoffe eingekocht. Sutterlüty’s Holdermus ist ein b’sundriger Genuss. Zum echten Rheintaler Riebel, ins Joghurt oder pur zum Löffeln.","Dietrich - Vorarlberger Kostbarkeiten, Lauterach",nan,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,zwetschgenkompott, zwetschgenkompott,"Die handverlesenen Früchte der alten Zwetschkensorte Fellenberger wandern vom eigenen Obstgarten praktisch direkt ins Glas.
Die fruchtigen Sutterlüty’s Kompotte werden nach altem Hausrezept von Waltraud Hirscher in Meckenbeuren aus eigenen Früchten gekocht. Die handverlesenen Früchte wandern vom eigenen Obstgarten praktisch direkt ins Glas. Denn der alteingesessene Familienbetrieb verarbeitet seine Früchte sofort nach der Ernte am eigenen Hof. Deshalb schmecken Sutterlüty’s Kompotte wie selbst gemacht.","Familie Hirscher, Meckenbeuren",nan,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,mirabellenkompott, mirabellenkompott,"Sonnengereifte Mirabellen vom eigenen Hof als feines Kompott schonend haltbar gemacht.
Die fruchtigen Sutterlüty’s Kompotte werden nach altem Hausrezept von Waltraud Hirscher in Meckenbeuren aus eigenen Früchten gekocht. Die handverlesenen Früchte wandern vom eigenen Obstgarten praktisch direkt ins Glas. Denn der alteingesessene Familienbetrieb verarbeitet seine Früchte sofort nach der Ernte am eigenen Hof. Deshalb schmecken Sutterlüty’s Kompotte wie selbst gemacht.","Familie Hirscher, Meckenbeuren",nan,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,apfelmus, apfelmus,Äpfel vom Bodensee sind weit über die Region berühmt. Aber die schönsten Jonagold Äpfel der Familie Hirscher kommen trotzdem nicht weit herum. Sie werden fein püriert und wandern als Sutterlüty’s Apfelmus ins Glas. So wie zu Omas Zeiten werden dafür nur die besten Äpfel mit ein paar Löffeln Zucker für den Geschmack und etwas Zitronensäure verwendet. Deshalb schmeckt Sutterlüty’s Apfelmus so b’sundrig aromatisch nach Äpfeln und sonst nichts.,"Familie Hirscher, Meckenbeuren",nan,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,apfelgelee, apfelgelee,Sutterlüty’s Apfelgelee wird nach einem Hausrezept von Wolfgang Sohm in Dornbirn aus naturtrübem Direktsaft von handverlesenen Ländle Äpfeln und Gelierzucker hergestellt. Der Sortenreichtum der Vorarlberger Streuobstwiesen sorgt für die Aromenvielfalt und ein feines Spiel von Süße und Säure. Deshalb ist Sutterlüty’s Apfelgelee ein b’sundriger Genuss auf jedem Frühstücksbrot.,"Söhmsen's Manufaktur, Dornbirn",Gelee,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,schwarzes-johannisbeergelee, schwarzes johannisbeergelee,Sutterlüty’s Schwarze Johannisbeer-Gelee wird von Wolfgang Sohm in Dornbirn noch genauso wie früher nach einem alten Hausrezept hergestellt. Dafür werden Schwarze Johannisbeeren aus der Bodenseeregion gepresst und der reine Saft mit Gelierzucker eingekocht. Die fruchtige Note der Beeren macht Sutterlüty’s Schwarze Johannisbeer-Gelee zu einem b’sundrigen Genuss auf jedem Frühstücksbrot.,"Söhmsen's Manufaktur, Dornbirn",Gelee,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,cremehonig, cremehonig,"Sutterlüty’s Frühlingsblüten Cremehonig ist die wahrscheinlich feinste Art Blütenhonig zu genießen. Der Sulzberger Wanderimker Ferdl Herburger rührt dafür seinen einzigartigen Vorarlberger Blütenhonig über mehrere Tage alle vier Stunden für einige Minuten. So lange, bis daraus feinster Cremehonig entsteht. Das macht Sutterlüty’s Frühlingsblüten Cremehonig in jeder Hinsicht b’sundrig. Er schmeckt unglaublich cremig und fein nach den Aromen einer Frühlingswiese. Außerdem lässt er sich wunderbar streichen ohne zu tropfen.","Ferdl Herburger, Sulzberg",Honig,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,waldhonig-(bregenzerwald), waldhonig (bregenzerwald),Dieser Waldhonig stammt aus dem vorderen Bregenzerwald. Dort sammeln die Bienen des Sulzberger Wanderimkers Ferdl Herburger auf rund 1000 Metern Höhe den Honigtau auf den Weißtannen und Fichten. Aus diesem Honigtau entsteht der extra dunkle Ländle Waldhonig mit b’sundrig kräftigem Aroma.,"Ferdl Herburger, Sulzberg",Honig,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,waldhonig-(walgau), waldhonig (walgau),Dieser naturreine Ländle Waldhonig stammt aus dem Walgau und dem Großen Walsertal. Dort sammeln die Bienen in den naturbelassenen Bergen und Wäldern auf rund 700 Metern Seehöhe den Honigtau auf den Laub- und Nadelbäumen. Daraus entsteht dann der extra dunkle Ländle Waldhonig mit b’sundrigs kräftigem Aroma.,"Honig Obmann, Nenzing",Honig,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,bio-tannenwipfele-creme, bio tannenwipfele creme,Für Sutterlüty’s Bio Tannenwipfel Creme kocht Wildkräuterexperte Reiner Metzler ausgesuchte Bio Tannenwipfel aus zertifizierter Wildsammlung über mehrere Tage schonend mit österreichischem Bio Rübenzucker ein. Durch sorgfältiges Rühren erhält die Creme ihre streichfeine Konsistenz. Sutterlüty’s Bio Tannenwipfel Creme ist köstlich als Brotaufstrich und im Tee oder verdünnt als Saft eine b’sundrige Wohltat für Hals und Rachen.,"Naturreich, Grossdorf",Honig,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,tannenwipfele-sirup, tannenwipfele sirup,"Sutterlüty’s Tannenwipfelsirup, im Volksmund auch Tannenwipfelehonig genannt, ist ein köstlicher Brotaufstrich und eine b’sundrige Verfeinerung von Tees. Die handverlesenen Tannenwipfel werden von Wolfgang Sohm mehrere Tage mit braunem Zucker eingekocht. Dabei geben die Tannenwipfel ihr volles Aroma ab und machen Sutterlüty’s Tannenwipfelsirup zu einem b’sundrigen Genuss.","Söhmsen's Manufaktur, Dornbirn",Honig,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,brombeer-fruchtgenuss, brombeer fruchtgenuss,"Für diesen b`sundrig fruchtigen Fruchtaufstrich kommen nur sonnengereifte Brombeeren aus der Bodenseeregion ins Glas. Nach der Ernte werden die Beeren direkt in der kleinen Marmeladenküche von Wolfgang Sohm in Dornbirn, so wie früher in Handarbeit, eingekocht. Das Hausrezept besteht aus 70% Fruchtanteil und Gelierzucker. Sutterlüty`s Fruchtgenuss wird nur durch Erhitzen haltbar gemacht und kommt ganz ohne Konservierungsstoffe oder gar Geschmacksverstärker aus. Weil`s natürlich eben immer noch am besten schmeckt.","Söhmsen's Manufaktur, Dornbirn",Marmelade,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,brombeer-heidelbeer-fruchtgenuss, brombeer-heidelbeer fruchtgenuss,"Für diesen b`sundrig fruchtigen Fruchtaufstrich kommen nur sonnengereifte Brombeeren und Heidelbeeren aus der Bodenseeregion ins Glas. Nach der Ernte werden die Beeren direkt in der kleinen Marmeladenküche von Wolfgang Sohm in Dornbirn, so wie früher in Handarbeit, nach einem Hausrezept mit 70% Fruchtanteil eingekocht. Weil`s natürlich eben immer noch am besten schmeckt.","Söhmsen's Manufaktur, Dornbirn",Marmelade,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,erdbeer-fruchtgenuss, erdbeer fruchtgenuss,"Für diesen b’sundrig fruchtigen Fruchtaufstrich kommen nur sonnengereifte Erdbeeren aus der Bodenseeregion ins Glas. Nach der Ernte werden die Früchte in der kleinen Marmeladenküche von Wolfgang Sohm in Dornbirn, so wie früher in Handarbeit, eingekocht. Das Hausrezept besteht aus 70% Fruchtanteil, Gelierzucker und sonst nichts. Weil es eben ganz natürlich am besten schmeckt!","Söhmsen's Manufaktur, Dornbirn",Marmelade,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,heidelbeer-fruchtgenuss, heidelbeer fruchtgenuss,"Für diesen b’sundrig fruchtigen Fruchtaufstrich kommen nur sonnengereifte Heidelbeeren aus der Bodenseeregion ins Glas. Nach der Ernte werden die Früchte in der kleinen Marmeladenküche von Wolfgang Sohm in Dornbirn, so wie früher in Handarbeit, eingekocht. Das Hausrezept besteht aus 70% Fruchtanteil, Gelierzucker und sonst nichts. Weil es eben ganz natürlich am besten schmeckt!","Söhmsen's Manufaktur, Dornbirn",Marmelade,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,erdbeer-himbeere-fruchtgenuss, erdbeer-himbeere fruchtgenuss,"Für diesen b’sundrig fruchtigen Fruchtaufstrich kommen nur sonnengereifte Erdbeeren und Himbeeren aus der Bodenseeregion ins Glas. Nach der Ernte werden die Früchte in der kleinen Marmeladenküche von Wolfgang Sohm in Dornbirn, so wie früher in Handarbeit, eingekocht. Das Hausrezept besteht aus 70% Fruchtanteil, Gelierzucker und sonst nichts. Weil es eben ganz natürlich am besten schmeckt!","Söhmsen's Manufaktur, Dornbirn",Marmelade,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,himbeer-fruchtgenuss, himbeer fruchtgenuss,"Für diesen b`sundrig fruchtigen Fruchtaufstrich kommen nur sonnengereifte Himbeeren aus der Bodenseeregion ins Glas. Nach der Ernte werden die Früchte in der kleinen Marmeladenküche von Wolfgang Sohm in Dornbirn, so wie früher in Handarbeit, eingekocht. Das Hausrezept besteht aus 70% Fruchtanteil, Gelierzucker und sonst nichts. Weil es eben ganz natürlich am besten schmeckt!","Söhmsen's Manufaktur, Dornbirn",Marmelade,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,himbeere-erdbeere-heidelbeere-fruchtgenuss, himbeere-erdbeere-heidelbeere fruchtgenuss,"Für diesen b`sundrig fruchtigen Fruchtaufstrich kommen nur sonnengereifte Himbeeren, Erdbeeren und Heidelbeeren aus der Bodenseeregion ins Glas. Nach der Ernte werden die Beeren in der kleinen Marmeladenküche von Wolfgang Sohm in Dornbirn, so wie früher in Handarbeit, nach einem Hausrezept mit 70% Fruchtanteil eingekocht. Weil es eben ganz natürlich am besten schmeckt!","Söhmsen's Manufaktur, Dornbirn",Marmelade,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
